«¯”Ú1,«¯”Ú2,æ‡¿Î
69,67,461482
67,69,461482
69,68,450447
68,69,450447
69,70,423673
70,69,423673
69,72,420623
72,69,420623
69,75,442266
75,69,442266
69,77,455602
77,69,455602
71,73,51845
73,71,51845
71,74,43243
74,71,43243
71,76,70025
76,71,70025
71,78,42578
78,71,42578
71,79,45544
79,71,45544
71,2,88846
2,71,88846
71,4,75132
4,71,75132
71,5,67896
5,71,67896
71,6,62509
6,71,62509
71,7,69592
7,71,69592
71,8,110803
8,71,110803
71,11,70628
11,71,70628
71,12,75115
12,71,75115
71,13,92453
13,71,92453
71,16,90075
16,71,90075
71,18,84695
18,71,84695
71,19,68993
19,71,68993
71,20,95603
20,71,95603
71,21,103193
21,71,103193
71,23,106809
23,71,106809
71,25,68969
25,71,68969
71,28,74879
28,71,74879
71,32,70972
32,71,70972
71,33,66003
33,71,66003
71,35,458383
35,71,458383
71,37,389390
37,71,389390
71,40,473205
40,71,473205
71,42,478334
42,71,478334
71,43,474470
43,71,474470
71,44,467493
44,71,467493
71,46,427541
46,71,427541
71,49,478657
49,71,478657
71,50,457058
50,71,457058
71,51,419441
51,71,419441
71,53,466264
53,71,466264
71,56,459227
56,71,459227
71,58,451226
58,71,451226
71,59,422898
59,71,422898
71,61,468094
61,71,468094
71,62,461545
62,71,461545
71,67,459723
67,71,459723
71,68,463759
68,71,463759
71,70,427124
70,71,427124
71,72,420616
72,71,420616
71,75,454420
75,71,454420
71,77,456167
77,71,456167
73,74,12961
74,73,12961
73,76,126874
76,73,126874
73,78,13173
78,73,13173
73,79,6727
79,73,6727
73,2,78308
2,73,78308
73,4,50415
4,73,50415
73,5,62727
5,73,62727
73,6,57997
6,73,57997
73,7,68870
7,73,68870
73,8,67835
8,73,67835
73,11,49839
11,73,49839
73,12,71638
12,73,71638
73,13,92222
13,73,92222
73,16,112006
16,73,112006
73,18,85438
18,73,85438
73,19,50065
19,73,50065
73,20,90221
20,73,90221
73,21,96794
21,73,96794
73,23,99898
23,73,99898
73,25,58914
25,73,58914
73,28,69094
28,73,69094
73,32,59130
32,73,59130
73,33,78448
33,73,78448
73,35,498595
35,73,498595
73,37,442920
37,73,442920
73,40,499982
40,73,499982
73,42,560127
42,73,560127
73,43,508373
43,73,508373
73,44,492292
44,73,492292
73,46,474413
46,73,474413
73,49,499711
49,73,499711
73,50,492757
50,73,492757
73,51,496327
51,73,496327
73,53,509564
53,73,509564
73,56,500050
56,73,500050
73,58,485442
58,73,485442
73,59,465148
59,73,465148
73,61,490852
61,73,490852
73,62,533950
62,73,533950
73,67,484003
67,73,484003
73,68,489114
68,73,489114
73,70,474993
70,73,474993
73,72,468798
72,73,468798
73,75,479164
75,73,479164
73,77,480138
77,73,480138
74,76,117034
76,74,117034
74,78,14338
78,74,14338
74,79,9367
79,74,9367
74,2,92712
2,74,92712
74,4,61561
4,74,61561
74,5,67565
5,74,67565
74,6,72435
6,74,72435
74,7,76551
7,74,76551
74,8,82615
8,74,82615
74,11,57202
11,74,57202
74,12,78450
12,74,78450
74,13,106401
13,74,106401
74,16,116693
16,74,116693
74,18,91417
18,74,91417
74,19,64007
19,74,64007
74,20,92528
20,74,92528
74,21,97665
21,74,97665
74,23,99956
23,74,99956
74,25,66541
25,74,66541
74,28,70850
28,74,70850
74,32,71591
32,74,71591
74,33,85213
33,74,85213
74,35,487523
35,74,487523
74,37,427456
37,74,427456
74,40,496226
40,74,496226
74,42,531577
42,74,531577
74,43,491238
43,74,491238
74,44,488867
44,74,488867
74,46,453769
46,74,453769
74,49,496966
49,74,496966
74,50,475827
50,74,475827
74,51,452967
51,74,452967
74,53,492142
53,74,492142
74,56,494229
56,74,494229
74,58,482685
58,74,482685
74,59,441020
59,74,441020
74,61,488107
61,74,488107
74,62,479688
62,74,479688
74,67,481258
67,74,481258
74,68,485534
68,74,485534
74,70,445802
70,74,445802
74,72,447033
72,74,447033
74,75,476404
75,74,476404
74,77,477393
77,74,477393
76,78,114960
78,76,114960
76,79,120315
79,76,120315
76,2,95023
2,76,95023
76,4,158336
4,76,158336
76,5,176298
5,76,176298
76,6,141496
6,76,141496
76,7,150121
7,76,150121
76,8,86876
8,76,86876
76,11,160014
11,76,160014
76,12,97207
12,76,97207
76,13,122787
13,76,122787
76,16,75030
16,76,75030
76,18,192096
18,76,192096
76,19,136640
19,76,136640
76,20,178384
20,76,178384
76,21,189328
21,76,189328
76,23,205638
23,76,205638
76,25,149793
25,76,149793
76,28,178883
28,76,178883
76,32,127948
32,76,127948
76,33,69476
33,76,69476
76,35,361752
35,76,361752
76,37,357585
37,76,357585
76,40,374114
40,76,374114
76,42,406412
42,76,406412
76,43,398822
43,76,398822
76,44,369906
44,76,369906
76,46,360185
46,76,360185
76,49,387482
49,76,387482
76,50,362062
50,76,362062
76,51,311625
51,76,311625
76,53,387661
53,76,387661
76,56,368858
56,76,368858
76,58,341986
58,76,341986
76,59,360341
59,76,360341
76,61,379697
61,76,379697
76,62,315592
62,76,315592
76,67,356833
67,76,356833
76,68,359800
68,76,359800
76,70,343802
70,76,343802
76,72,328437
72,76,328437
76,75,361276
75,76,361276
76,77,369328
77,76,369328
78,79,13587
79,78,13587
78,2,79449
2,78,79449
78,4,56137
4,78,56137
78,5,68118
5,78,68118
78,6,71002
6,78,71002
78,7,73735
7,78,73735
78,8,81656
8,78,81656
78,11,57642
11,78,57642
78,12,70463
12,78,70463
78,13,97462
13,78,97462
78,16,129400
16,78,129400
78,18,92113
18,78,92113
78,19,54421
19,78,54421
78,20,100385
20,78,100385
78,21,99556
21,78,99556
78,23,104617
23,78,104617
78,25,63593
25,78,63593
78,28,70710
28,78,70710
78,32,66872
32,78,66872
78,33,74789
33,78,74789
78,35,489172
35,78,489172
78,37,410206
37,78,410206
78,40,498197
40,78,498197
78,42,534628
42,78,534628
78,43,491250
43,78,491250
78,44,490839
44,78,490839
78,46,454652
46,78,454652
78,49,499083
49,78,499083
78,50,475621
50,78,475621
78,51,453801
51,78,453801
78,53,493717
53,78,493717
78,56,496033
56,78,496033
78,58,484782
58,78,484782
78,59,443639
59,78,443639
78,61,490224
61,78,490224
78,62,480996
62,78,480996
78,67,483375
67,78,483375
78,68,487505
68,78,487505
78,70,445531
70,78,445531
78,72,448919
72,78,448919
78,75,478429
75,78,478429
78,77,479510
77,78,479510
79,2,85701
2,79,85701
79,4,57868
4,79,57868
79,5,64437
5,79,64437
79,6,64853
6,79,64853
79,7,72536
7,79,72536
79,8,76183
8,79,76183
79,11,53821
11,79,53821
79,12,75881
12,79,75881
79,13,99255
13,79,99255
79,16,109697
16,79,109697
79,18,87539
18,79,87539
79,19,57190
19,79,57190
79,20,93434
20,79,93434
79,21,98595
21,79,98595
79,23,104655
23,79,104655
79,25,57755
25,79,57755
79,28,68262
28,79,68262
79,32,55099
32,79,55099
79,33,83252
33,79,83252
79,35,492530
35,79,492530
79,37,434147
37,79,434147
79,40,497390
40,79,497390
79,42,540693
42,79,540693
79,43,499572
43,79,499572
79,44,489700
44,79,489700
79,46,465164
46,79,465164
79,49,497119
49,79,497119
79,50,484864
50,79,484864
79,51,466722
51,79,466722
79,53,498499
53,79,498499
79,56,497458
56,79,497458
79,58,482850
58,79,482850
79,59,457717
59,79,457717
79,61,488260
61,79,488260
79,62,490404
62,79,490404
79,67,481411
67,79,481411
79,68,486522
68,79,486522
79,70,468534
70,79,468534
79,72,460218
72,79,460218
79,75,476572
75,79,476572
79,77,477546
77,79,477546
2,4,37177
4,2,37177
2,5,70547
5,2,70547
2,6,38860
6,2,38860
2,7,27914
7,2,27914
2,8,21526
8,2,21526
2,11,42225
11,2,42225
2,12,10654
12,2,10654
2,13,27560
13,2,27560
2,16,35201
16,2,35201
2,18,78037
18,2,78037
2,19,20422
19,2,20422
2,20,80462
20,2,80462
2,21,90127
21,2,90127
2,23,96274
23,2,96274
2,25,61602
25,2,61602
2,28,77825
28,2,77825
2,32,36035
32,2,36035
2,33,17795
33,2,17795
2,35,600078
35,2,600078
2,37,538141
37,2,538141
2,40,605845
40,2,605845
2,42,660769
42,2,660769
2,43,611241
43,2,611241
2,44,598155
44,2,598155
2,46,531820
46,2,531820
2,49,605574
49,2,605574
2,50,599345
50,2,599345
2,51,596105
51,2,596105
2,53,612482
53,2,612482
2,56,605885
56,2,605885
2,58,591305
58,2,591305
2,59,572421
59,2,572421
2,61,596715
61,2,596715
2,62,636869
62,2,636869
2,67,589866
67,2,589866
2,68,594977
68,2,594977
2,70,568740
70,2,568740
2,72,521302
72,2,521302
2,75,585027
75,2,585027
2,77,586001
77,2,586001
4,5,32621
5,4,32621
4,6,19145
6,4,19145
4,7,32945
7,4,32945
4,8,45395
8,4,45395
4,11,15813
11,4,15813
4,12,37227
12,4,37227
4,13,56639
13,4,56639
4,16,73041
16,4,73041
4,18,25768
18,4,25768
4,19,19720
19,4,19720
4,20,25793
20,4,25793
4,21,28869
21,4,28869
4,23,32354
23,4,32354
4,25,21541
25,4,21541
4,28,27828
28,4,27828
4,32,25980
32,4,25980
4,33,63392
33,4,63392
4,35,661352
35,4,661352
4,37,641695
37,4,641695
4,40,634495
40,4,634495
4,42,701775
42,4,701775
4,43,675478
43,4,675478
4,44,626805
44,4,626805
4,46,625236
46,4,625236
4,49,634224
49,4,634224
4,50,659667
50,4,659667
4,51,647483
51,4,647483
4,53,647483
53,4,647483
4,56,634563
56,4,634563
4,58,619955
58,4,619955
4,59,608097
59,4,608097
4,61,625365
61,4,625365
4,62,678965
62,4,678965
4,67,618516
67,4,618516
4,68,623627
68,4,623627
4,70,668557
70,4,668557
4,72,614040
72,4,614040
4,75,613677
75,4,613677
4,77,614651
77,4,614651
5,6,37339
6,5,37339
5,7,39765
7,5,39765
5,8,96449
8,5,96449
5,11,19976
11,5,19976
5,12,53665
12,5,53665
5,13,56292
13,5,56292
5,16,101513
16,5,101513
5,18,15220
18,5,15220
5,19,33344
19,5,33344
5,20,22295
20,5,22295
5,21,25228
21,5,25228
5,23,25047
23,5,25047
5,25,31100
25,5,31100
5,28,15302
28,5,15302
5,32,49563
32,5,49563
5,33,96117
33,5,96117
5,35,660480
35,5,660480
5,37,645566
37,5,645566
5,40,633328
40,5,633328
5,42,700608
42,5,700608
5,43,678569
43,5,678569
5,44,625638
44,5,625638
5,46,641057
46,5,641057
5,49,633057
49,5,633057
5,50,658500
50,5,658500
5,51,646315
51,5,646315
5,53,646316
53,5,646316
5,56,633396
56,5,633396
5,58,618788
58,5,618788
5,59,606930
59,5,606930
5,61,624198
61,5,624198
5,62,677797
62,5,677797
5,67,617349
67,5,617349
5,68,622460
68,5,622460
5,70,670755
70,5,670755
5,72,633188
72,5,633188
5,75,612510
75,5,612510
5,77,613484
77,5,613484
6,7,37681
7,6,37681
6,8,37134
8,6,37134
6,11,26561
11,6,26561
6,12,38439
12,6,38439
6,13,58287
13,6,58287
6,16,60669
16,6,60669
6,18,37502
18,6,37502
6,19,29200
19,6,29200
6,20,35935
20,6,35935
6,21,43571
21,6,43571
6,23,48052
23,6,48052
6,25,17104
25,6,17104
6,28,39108
28,6,39108
6,32,16341
32,6,16341
6,33,42781
33,6,42781
6,35,664577
35,6,664577
6,37,635956
37,6,635956
6,40,638821
40,6,638821
6,42,706101
42,6,706101
6,43,678289
43,6,678289
6,44,631131
44,6,631131
6,46,630990
46,6,630990
6,49,638550
49,6,638550
6,50,663703
50,6,663703
6,51,651808
51,6,651808
6,53,651809
53,6,651809
6,56,638889
56,6,638889
6,58,624281
58,6,624281
6,59,612423
59,6,612423
6,61,629691
61,6,629691
6,62,683290
62,6,683290
6,67,622842
67,6,622842
6,68,627953
68,6,627953
6,70,661474
70,6,661474
6,72,623786
72,6,623786
6,75,618003
75,6,618003
6,77,618977
77,6,618977
7,8,56842
8,7,56842
7,11,28161
11,7,28161
7,12,16816
12,7,16816
7,13,24405
13,7,24405
7,16,73050
16,7,73050
7,18,48163
18,7,48163
7,19,19755
19,7,19755
7,20,51087
20,7,51087
7,21,66710
21,7,66710
7,23,71502
23,7,71502
7,25,46099
25,7,46099
7,28,52501
28,7,52501
7,32,31039
32,7,31039
7,33,50260
33,7,50260
7,35,630711
35,7,630711
7,37,606876
37,7,606876
7,40,624019
40,7,624019
7,42,686087
42,7,686087
7,43,643045
43,7,643045
7,44,616329
44,7,616329
7,46,578300
46,7,578300
7,49,623748
49,7,623748
7,50,631913
50,7,631913
7,51,635186
51,7,635186
7,53,637007
53,7,637007
7,56,624087
56,7,624087
7,58,609479
58,7,609479
7,59,597621
59,7,597621
7,61,614889
61,7,614889
7,62,662139
62,7,662139
7,67,608040
67,7,608040
7,68,613151
68,7,613151
7,70,630918
70,7,630918
7,72,569517
72,7,569517
7,75,603201
75,7,603201
7,77,604175
77,7,604175
8,11,61018
11,8,61018
8,12,32643
12,8,32643
8,13,54158
13,8,54158
8,16,24170
16,8,24170
8,18,113509
18,8,113509
8,19,39222
19,8,39222
8,20,115985
20,8,115985
8,21,88994
21,8,88994
8,23,98001
23,8,98001
8,25,67684
25,8,67684
8,28,101653
28,8,101653
8,32,71278
32,8,71278
8,33,15391
33,8,15391
8,35,574078
35,8,574078
8,37,553088
37,8,553088
8,40,578305
40,8,578305
8,42,629883
42,8,629883
8,43,566724
43,8,566724
8,44,570770
44,8,570770
8,46,489528
46,8,489528
8,49,578196
49,8,578196
8,50,561074
50,8,561074
8,51,566051
51,8,566051
8,53,583809
53,8,583809
8,56,578191
56,8,578191
8,58,563927
58,8,563927
8,59,543748
59,8,543748
8,61,569337
61,8,569337
8,62,607769
62,8,607769
8,67,562488
67,8,562488
8,68,567567
68,8,567567
8,70,542910
70,8,542910
8,72,479489
72,8,479489
8,75,557649
75,8,557649
8,77,558623
77,8,558623
11,12,34056
12,11,34056
11,13,50491
13,11,50491
11,16,92187
16,11,92187
11,18,23439
18,11,23439
11,19,17382
19,11,17382
11,20,26448
20,11,26448
11,21,30118
21,11,30118
11,23,30914
23,11,30914
11,25,23696
25,11,23696
11,28,21398
28,11,21398
11,32,40426
32,11,40426
11,33,65668
33,11,65668
11,35,645983
35,11,645983
11,37,626571
37,11,626571
11,40,619066
40,11,619066
11,42,686346
42,11,686346
11,43,662581
43,11,662581
11,44,611376
44,11,611376
11,46,610749
46,11,610749
11,49,618795
49,11,618795
11,50,644238
50,11,644238
11,51,632053
51,11,632053
11,53,632054
53,11,632054
11,56,619134
56,11,619134
11,58,604526
58,11,604526
11,59,592668
59,11,592668
11,61,609936
61,11,609936
11,62,663535
62,11,663535
11,67,603087
67,11,603087
11,68,608198
68,11,608198
11,70,653433
70,11,653433
11,72,601483
72,11,601483
11,75,598248
75,11,598248
11,77,599222
77,11,599222
12,13,25582
13,12,25582
12,16,43182
16,12,43182
12,18,61054
18,12,61054
12,19,19614
19,12,19614
12,20,63802
20,12,63802
12,21,76127
21,12,76127
12,23,79368
23,12,79368
12,25,54589
25,12,54589
12,28,64564
28,12,64564
12,32,19798
32,12,19798
12,33,24054
33,12,24054
12,35,589728
35,12,589728
12,37,530089
37,12,530089
12,40,595993
40,12,595993
12,42,650599
42,12,650599
12,43,605357
43,12,605357
12,44,588303
44,12,588303
12,46,537366
46,12,537366
12,49,595722
49,12,595722
12,50,590321
50,12,590321
12,51,585605
51,12,585605
12,53,602316
53,12,602316
12,56,595913
56,12,595913
12,58,581453
58,12,581453
12,59,554425
59,12,554425
12,61,586863
61,12,586863
12,62,613434
62,12,613434
12,67,580014
67,12,580014
12,68,585125
68,12,585125
12,70,552527
70,12,552527
12,72,527946
72,12,527946
12,75,575175
75,12,575175
12,77,576149
77,12,576149
13,16,67482
16,13,67482
13,18,69373
18,13,69373
13,19,34841
19,13,34841
13,20,70983
20,13,70983
13,21,81318
21,13,81318
13,23,88008
23,13,88008
13,25,80226
25,13,80226
13,28,72647
28,13,72647
13,32,54403
32,13,54403
13,33,50381
33,13,50381
13,35,631110
35,13,631110
13,37,609044
37,13,609044
13,40,628701
40,13,628701
13,42,688494
42,13,688494
13,43,638751
43,13,638751
13,44,621011
44,13,621011
13,46,563132
46,13,563132
13,49,628430
49,13,628430
13,50,631508
50,13,631508
13,51,635513
51,13,635513
13,53,641383
53,13,641383
13,56,628769
56,13,628769
13,58,614161
58,13,614161
13,59,601862
59,13,601862
13,61,619571
61,13,619571
13,62,664546
62,13,664546
13,67,612722
67,13,612722
13,68,617833
68,13,617833
13,70,630075
70,13,630075
13,72,552188
72,13,552188
13,75,607883
75,13,607883
13,77,608857
77,13,608857
16,18,117022
18,16,117022
16,19,71754
19,16,71754
16,20,118029
20,16,118029
16,21,132085
21,16,132085
16,23,137976
23,16,137976
16,25,94872
25,16,94872
16,28,123957
28,16,123957
16,32,36799
32,16,36799
16,33,20080
33,16,20080
16,35,518006
35,16,518006
16,37,489213
37,16,489213
16,40,557912
40,16,557912
16,42,580545
42,16,580545
16,43,526948
43,16,526948
16,44,539017
44,16,539017
16,46,462410
46,16,462410
16,49,568244
49,16,568244
16,50,526996
50,16,526996
16,51,486820
51,16,486820
16,53,541929
53,16,541929
16,56,552686
56,16,552686
16,58,519544
58,16,519544
16,59,499409
59,16,499409
16,61,539430
61,16,539430
16,62,523401
62,16,523401
16,67,544339
67,16,544339
16,68,535425
68,16,535425
16,70,494461
70,16,494461
16,72,449803
72,16,449803
16,75,525876
75,16,525876
16,77,538132
77,16,538132
18,19,40874
19,18,40874
18,20,10396
20,18,10396
18,21,14296
21,18,14296
18,23,13871
23,18,13871
18,25,22650
25,18,22650
18,28,12362
28,18,12362
18,32,57000
32,18,57000
18,33,112208
33,18,112208
18,35,661628
35,18,661628
18,37,648178
37,18,648178
18,40,634476
40,18,634476
18,42,701756
42,18,701756
18,43,679940
43,18,679940
18,44,626786
44,18,626786
18,46,651159
46,18,651159
18,49,634205
49,18,634205
18,50,659648
50,18,659648
18,51,647463
51,18,647463
18,53,647464
53,18,647464
18,56,634544
56,18,634544
18,58,619936
58,18,619936
18,59,608078
59,18,608078
18,61,625346
61,18,625346
18,62,678945
62,18,678945
18,67,618497
67,18,618497
18,68,623608
68,18,623608
18,70,676300
70,18,676300
18,72,644946
72,18,644946
18,75,613658
75,18,613658
18,77,614632
77,18,614632
19,20,45703
20,19,45703
19,21,47184
21,19,47184
19,23,61259
23,19,61259
19,25,37920
25,19,37920
19,28,38270
28,19,38270
19,32,26018
32,19,26018
19,33,40524
33,19,40524
19,35,633218
35,19,633218
19,37,599367
37,19,599367
19,40,615456
40,19,615456
19,42,680541
42,19,680541
19,43,635305
43,19,635305
19,44,607766
44,19,607766
19,46,564910
46,19,564910
19,49,615185
49,19,615185
19,50,624404
50,19,624404
19,51,626861
51,19,626861
19,53,628444
53,19,628444
19,56,615524
56,19,615524
19,58,600916
58,19,600916
19,59,589058
59,19,589058
19,61,606326
61,19,606326
19,62,657200
62,19,657200
19,67,599477
67,19,599477
19,68,604588
68,19,604588
19,70,624885
70,19,624885
19,72,552995
72,19,552995
19,75,594638
75,19,594638
19,77,595612
77,19,595612
20,21,11756
21,20,11756
20,23,12052
23,20,12052
20,25,24572
25,20,24572
20,28,17505
28,20,17505
20,32,58427
32,20,58427
20,33,116910
33,20,116910
20,35,658793
35,20,658793
20,37,645343
37,20,645343
20,40,631641
40,20,631641
20,42,698921
42,20,698921
20,43,677105
43,20,677105
20,44,623951
44,20,623951
20,46,648445
46,20,648445
20,49,631370
49,20,631370
20,50,656813
50,20,656813
20,51,644628
51,20,644628
20,53,644629
53,20,644629
20,56,631709
56,20,631709
20,58,617101
58,20,617101
20,59,605243
59,20,605243
20,61,622511
61,20,622511
20,62,676110
62,20,676110
20,67,615662
67,20,615662
20,68,620773
68,20,620773
20,70,673465
70,20,673465
20,72,641616
72,20,641616
20,75,610823
75,20,610823
20,77,611797
77,20,611797
21,23,6104
23,21,6104
21,25,25698
25,21,25698
21,28,20620
28,21,20620
21,32,64358
32,21,64358
21,33,106098
33,21,106098
21,35,662168
35,21,662168
21,37,648718
37,21,648718
21,40,635016
40,21,635016
21,42,702296
42,21,702296
21,43,680480
43,21,680480
21,44,627326
44,21,627326
21,46,651868
46,21,651868
21,49,634745
49,21,634745
21,50,660188
50,21,660188
21,51,648003
51,21,648003
21,53,648004
53,21,648004
21,56,635084
56,21,635084
21,58,620476
58,21,620476
21,59,608618
59,21,608618
21,61,625886
61,21,625886
21,62,679485
62,21,679485
21,67,619037
67,21,619037
21,68,624148
68,21,624148
21,70,676840
70,21,676840
21,72,646066
72,21,646066
21,75,614198
75,21,614198
21,77,615172
77,21,615172
23,25,27705
25,23,27705
23,28,19948
28,23,19948
23,32,70939
32,23,70939
23,33,115891
33,23,115891
23,35,666279
35,23,666279
23,37,652829
37,23,652829
23,40,639127
40,23,639127
23,42,706407
42,23,706407
23,43,684591
43,23,684591
23,44,631437
44,23,631437
23,46,655979
46,23,655979
23,49,638856
49,23,638856
23,50,664299
50,23,664299
23,51,652114
51,23,652114
23,53,652115
53,23,652115
23,56,639195
56,23,639195
23,58,624587
58,23,624587
23,59,612729
59,23,612729
23,61,629997
61,23,629997
23,62,683596
62,23,683596
23,67,623148
67,23,623148
23,68,628259
68,23,628259
23,70,680951
70,23,680951
23,72,650179
72,23,650179
23,75,618309
75,23,618309
23,77,619283
77,23,619283
25,28,26876
28,25,26876
25,32,37171
32,25,37171
25,33,71137
33,25,71137
25,35,656655
35,25,656655
25,37,641601
37,25,641601
25,40,629503
40,25,629503
25,42,696783
42,25,696783
25,43,674684
43,25,674684
25,44,621813
44,25,621813
25,46,640023
46,25,640023
25,49,629232
49,25,629232
25,50,654675
50,25,654675
25,51,642490
51,25,642490
25,53,642491
53,25,642491
25,56,629571
56,25,629571
25,58,614963
58,25,614963
25,59,603105
59,25,603105
25,61,620373
61,25,620373
25,62,673972
62,25,673972
25,67,613524
67,25,613524
25,68,618635
68,25,618635
25,70,666630
70,25,666630
25,72,633098
72,25,633098
25,75,608685
75,25,608685
25,77,609659
77,25,609659
28,32,61659
32,28,61659
28,33,108270
33,28,108270
28,35,644593
35,28,644593
28,37,631143
37,28,631143
28,40,617441
40,28,617441
28,42,684721
42,28,684721
28,43,662905
43,28,662905
28,44,609751
44,28,609751
28,46,631604
46,28,631604
28,49,617170
49,28,617170
28,50,642613
50,28,642613
28,51,630428
51,28,630428
28,53,630429
53,28,630429
28,56,617509
56,28,617509
28,58,602901
58,28,602901
28,59,591043
59,28,591043
28,61,608311
61,28,608311
28,62,661910
62,28,661910
28,67,601462
67,28,601462
28,68,606573
68,28,606573
28,70,659057
70,28,659057
28,72,624838
72,28,624838
28,75,596623
75,28,596623
28,77,597597
77,28,597597
32,33,25918
33,32,25918
32,35,618442
35,32,618442
32,37,556803
37,32,556803
32,40,620304
40,32,620304
32,42,677779
42,32,677779
32,43,631147
43,32,631147
32,44,612614
44,32,612614
32,46,565048
46,32,565048
32,49,620033
49,32,620033
32,50,618733
50,32,618733
32,51,624798
51,32,624798
32,53,629445
53,32,629445
32,56,620372
56,32,620372
32,58,605764
58,32,605764
32,59,589383
59,32,589383
32,61,611174
61,32,611174
32,62,653831
62,32,653831
32,67,604325
67,32,604325
32,68,609436
68,32,609436
32,70,588633
70,32,588633
32,72,555156
72,32,555156
32,75,599486
75,32,599486
32,77,600460
77,32,600460
33,35,522944
35,33,522944
33,37,469333
37,33,469333
33,40,532889
40,33,532889
33,42,576178
42,33,576178
33,43,525428
43,33,525428
33,44,527589
44,33,527589
33,46,464532
46,33,464532
33,49,556957
49,33,556957
33,50,513694
50,33,513694
33,51,488621
51,33,488621
33,53,527711
53,33,527711
33,56,516775
56,33,516775
33,58,508772
58,33,508772
33,59,484915
59,33,484915
33,61,527996
61,33,527996
33,62,521110
62,33,521110
33,67,533654
67,33,533654
33,68,523887
68,33,523887
33,70,475172
70,33,475172
33,72,453596
72,33,453596
33,75,514350
75,33,514350
33,77,527445
77,33,527445
35,37,16007
37,35,16007
35,40,56148
40,35,56148
35,42,28284
42,35,28284
35,43,28244
43,35,28244
35,44,63126
44,35,63126
35,46,32294
46,35,32294
35,49,68719
49,35,68719
35,50,33093
50,35,33093
35,51,30002
51,35,30002
35,53,38283
53,35,38283
35,56,50671
56,35,50671
35,58,88602
58,35,88602
35,59,59831
59,35,59831
35,61,72754
61,35,72754
35,62,30882
62,35,30882
35,67,90641
67,35,90641
35,68,45433
68,35,45433
35,70,27051
70,35,27051
35,72,30636
72,35,30636
35,75,67920
75,35,67920
35,77,82058
77,35,82058
37,40,61876
40,37,61876
37,42,21429
42,37,21429
37,43,24875
43,37,24875
37,44,67851
44,37,67851
37,46,56970
46,37,56970
37,49,75480
49,37,75480
37,50,41218
50,37,41218
37,51,31719
51,37,31719
37,53,42195
53,37,42195
37,56,57017
56,37,57017
37,58,87346
58,37,87346
37,59,62806
59,37,62806
37,61,85912
61,37,85912
37,62,33743
62,37,33743
37,67,91924
67,37,91924
37,68,49926
68,37,49926
37,70,19527
70,37,19527
37,72,59383
72,37,59383
37,75,73533
75,37,73533
37,77,88344
77,37,88344
40,42,82751
42,40,82751
40,43,75940
43,40,75940
40,44,13441
44,40,13441
40,46,73861
46,40,73861
40,49,22387
49,40,22387
40,50,41367
50,40,41367
40,51,34355
51,40,34355
40,53,29284
53,40,29284
40,56,19447
56,40,19447
40,58,20734
58,40,20734
40,59,28492
59,40,28492
40,61,22765
61,40,22765
40,62,58954
62,40,58954
40,67,21946
67,40,21946
40,68,20130
68,40,20130
40,70,77560
70,40,77560
40,72,83022
72,40,83022
40,75,19541
75,40,19541
40,77,20514
77,40,20514
42,43,19936
43,42,19936
42,44,89778
44,42,89778
42,46,35212
46,42,35212
42,49,80450
49,42,80450
42,50,44300
50,42,44300
42,51,45544
51,42,45544
42,53,50434
53,42,50434
42,56,68207
56,42,68207
42,58,102053
58,42,102053
42,59,75429
59,42,75429
42,61,97088
61,42,97088
42,62,37795
62,42,37795
42,67,104286
67,42,104286
42,68,71611
68,42,71611
42,70,23066
70,42,23066
42,72,34801
72,42,34801
42,75,95239
75,42,95239
42,77,100860
77,42,100860
43,44,70563
44,43,70563
43,46,21652
46,43,21652
43,49,76078
49,43,76078
43,50,33602
50,43,33602
43,51,38311
51,43,38311
43,53,44019
53,43,44019
43,56,61628
56,43,61628
43,58,88230
58,43,88230
43,59,64721
59,43,64721
43,61,86401
61,43,86401
43,62,30458
62,43,30458
43,67,92918
67,43,92918
43,68,50451
68,43,50451
43,70,26062
70,43,26062
43,72,21859
72,43,21859
43,75,81093
75,43,81093
43,77,90964
77,43,90964
44,46,68583
46,44,68583
44,49,29801
49,44,29801
44,50,36807
50,44,36807
44,51,35089
51,44,35089
44,53,34791
53,44,34791
44,56,19239
56,44,19239
44,58,26721
58,44,26721
44,59,26960
59,44,26960
44,61,18573
61,44,18573
44,62,63471
62,44,63471
44,67,27677
67,44,27677
44,68,20693
68,44,20693
44,70,85432
70,44,85432
44,72,71089
72,44,71089
44,75,18014
75,44,18014
44,77,20486
77,44,20486
46,49,73262
49,46,73262
46,50,29026
50,46,29026
46,51,60000
51,46,60000
46,53,57339
53,46,57339
46,56,68044
56,46,68044
46,58,84737
58,46,84737
46,59,54626
59,46,54626
46,61,86064
61,46,86064
46,62,40826
62,46,40826
46,67,92627
67,46,92627
46,68,51269
68,46,51269
46,70,36989
70,46,36989
46,72,11351
72,46,11351
46,75,74121
75,46,74121
46,77,84438
77,46,84438
49,50,51504
50,49,51504
49,51,60998
51,49,60998
49,53,26253
53,49,26253
49,56,26656
56,49,26656
49,58,15111
58,49,15111
49,59,25692
59,49,25692
49,61,21342
61,49,21342
49,62,63013
62,49,63013
49,67,14752
67,49,14752
49,68,27125
68,49,27125
49,70,98456
70,49,98456
49,72,82320
72,49,82320
49,75,21705
75,49,21705
49,77,18187
77,49,18187
50,51,35234
51,50,35234
50,53,31481
53,50,31481
