区域1,区域2,长度
40,67,313
67,40,313
40,68,417
68,40,417
40,69,654
69,40,654
40,70,411
70,40,411
40,71,631
71,40,631
40,72,343
72,40,343
40,73,771
73,40,771
40,74,870
74,40,870
40,75,496
75,40,496
40,76,969
76,40,969
40,77,412
77,40,412
40,78,571
78,40,571
40,79,738
79,40,738
41,42,457
42,41,457
41,43,771
43,41,771
41,44,653
44,41,653
41,45,200
45,41,200
41,46,541
46,41,541
41,47,105
47,41,105
41,48,307
48,41,307
41,49,397
49,41,397
41,50,819
50,41,819
41,51,715
51,41,715
41,52,93
52,41,93
41,53,484
53,41,484
41,54,203
54,41,203
41,55,296
55,41,296
41,56,615
56,41,615
41,57,171
57,41,171
41,58,791
58,41,791
41,59,882
59,41,882
41,60,404
60,41,404
41,61,704
61,41,704
41,62,553
62,41,553
41,63,304
63,41,304
41,64,267
64,41,267
41,65,253
65,41,253
41,66,508
66,41,508
41,67,809
67,41,809
41,68,639
68,41,639
41,69,394
69,41,394
41,70,742
70,41,742
41,71,491
71,41,491
41,72,906
72,41,906
41,73,388
73,41,388
41,74,354
74,41,354
41,75,659
75,41,659
41,76,353
76,41,353
41,77,851
77,41,851
41,78,588
78,41,588
41,79,485
79,41,485
42,43,315
43,42,315
42,44,201
44,42,201
42,45,269
45,42,269
42,46,107
46,42,107
42,47,371
47,42,371
42,48,171
48,42,171
42,49,110
49,42,110
42,50,374
50,42,374
42,51,279
51,42,279
42,52,482
52,42,482
42,53,145
53,42,145
42,54,348
54,42,348
42,55,256
55,42,256
42,56,214
56,42,214
42,57,449
57,42,449
42,58,372
58,42,372
42,59,455
59,42,455
42,60,225
60,42,225
42,61,316
61,42,316
42,62,234
62,42,234
42,63,358
63,42,358
42,64,449
64,42,449
42,65,547
65,42,547
42,66,285
66,42,285
42,67,423
67,42,423
42,68,316
68,42,316
42,69,333
69,42,333
42,70,409
70,42,409
42,71,371
71,42,371
42,72,519
72,42,519
42,73,442
73,42,442
42,74,519
74,42,519
42,75,390
75,42,390
42,76,602
76,42,602
42,77,502
77,42,502
42,78,389
78,42,389
42,79,460
79,42,460
43,44,120
44,43,120
43,45,577
45,43,577
43,46,236
46,43,236
43,47,680
47,43,680
43,48,471
48,43,471
43,49,385
49,43,385
43,50,99
50,43,99
43,51,117
51,43,117
43,52,788
52,43,788
43,53,327
53,43,327
43,54,639
54,43,639
43,55,531
55,43,531
43,56,220
56,43,220
43,57,742
57,43,742
43,58,181
58,43,181
43,59,205
59,43,205
43,60,449
60,43,449
43,61,234
61,43,234
43,62,330
62,43,330
43,63,614
63,43,614
43,64,717
64,43,717
43,65,827
65,43,827
43,66,428
66,43,428
43,67,271
67,43,271
43,68,332
68,43,332
43,69,550
69,43,550
43,70,348
70,43,348
43,71,533
71,43,533
43,72,331
72,43,331
43,73,667
73,43,667
43,74,765
74,43,765
43,75,417
75,43,417
43,76,862
76,43,862
43,77,376
77,43,376
43,78,482
78,43,482
43,79,640
79,43,640
44,45,457
45,44,457
44,46,116
46,44,116
44,47,561
47,44,561
44,48,351
48,44,351
44,49,265
49,44,265
44,50,173
50,44,173
44,51,93
51,44,93
44,52,668
52,44,668
44,53,209
53,44,209
44,54,518
54,44,518
44,55,411
55,44,411
44,56,125
56,44,125
44,57,622
57,44,622
44,58,195
58,44,195
44,59,263
59,44,263
44,60,332
60,44,332
44,61,188
61,44,188
44,62,230
62,44,230
44,63,496
63,44,496
44,64,598
64,44,598
44,65,707
65,44,707
44,66,324
66,44,324
44,67,270
67,44,270
44,68,257
68,44,257
44,69,436
69,44,436
44,70,307
70,44,307
44,71,430
71,44,430
44,72,355
72,44,355
44,73,554
73,44,554
44,74,649
74,44,649
44,75,346
75,44,346
44,76,745
76,44,745
44,77,369
77,44,369
44,78,394
78,44,394
44,79,535
79,44,535
45,46,343
46,45,343
45,47,103
47,45,103
45,48,107
48,45,107
45,49,197
49,45,197
45,50,620
50,45,620
45,51,515
51,45,515
45,52,213
52,45,213
45,53,284
53,45,284
45,54,107
54,45,107
45,55,118
55,45,118
45,56,415
56,45,415
45,57,191
57,45,191
45,58,590
58,45,590
45,59,682
59,45,682
45,60,216
60,45,216
45,61,504
61,45,504
45,62,356
62,45,356
45,63,185
63,45,185
45,64,227
64,45,227
45,65,298
65,45,298
45,66,324
66,45,324
45,67,611
67,45,611
45,68,445
68,45,445
45,69,242
69,45,242
45,70,550
70,45,550
45,71,335
71,45,335
45,72,708
72,45,708
45,73,292
73,45,292
45,74,318
74,45,318
45,75,476
75,45,476
45,76,375
76,45,375
45,77,658
77,45,658
45,78,418
78,45,418
45,79,366
79,45,366
46,47,446
47,46,446
46,48,236
48,46,236
46,49,149
49,46,149
46,50,278
50,46,278
46,51,177
51,46,177
46,52,553
52,46,553
46,53,104
53,46,104
46,54,402
54,46,402
46,55,295
55,46,295
46,56,109
56,46,109
46,57,506
57,46,506
46,58,266
58,46,266
46,59,351
59,46,351
46,60,224
60,46,224
46,61,211
61,46,211
46,62,162
62,46,162
46,63,384
63,46,384
46,64,485
64,46,485
46,65,593
65,46,593
46,66,240
66,46,240
46,67,316
67,46,316
46,68,227
68,46,227
46,69,332
69,46,332
46,70,310
70,46,310
46,71,342
71,46,342
46,72,412
72,46,412
46,73,449
73,46,449
46,74,540
74,46,540
46,75,310
75,46,310
46,76,633
76,46,633
46,77,398
77,46,398
46,78,331
78,46,331
46,79,443
79,46,443
47,48,209
48,47,209
47,49,299
49,47,299
47,50,722
50,47,722
47,51,617
51,47,617
47,52,112
52,47,112
47,53,382
53,47,382
47,54,104
54,47,104
47,55,190
55,47,190
47,56,514
56,47,514
47,57,123
57,47,123
47,58,689
58,47,689
47,59,782
59,47,782
47,60,299
60,47,299
47,61,600
61,47,600
47,62,448
62,47,448
47,63,208
63,47,208
47,64,198
64,47,198
47,65,230
65,47,230
47,66,402
66,47,402
47,67,705
67,47,705
47,68,533
68,47,533
47,69,293
69,47,293
47,70,637
70,47,637
47,71,389
71,47,389
47,72,801
72,47,801
47,73,302
73,47,302
47,74,292
74,47,292
47,75,554
75,47,554
47,76,321
76,47,321
47,77,745
77,47,745
47,78,484
78,47,484
47,79,394
79,47,394
48,49,90
49,48,90
48,50,513
50,48,513
48,51,408
51,48,408
48,52,317
52,48,317
48,53,180
53,48,180
48,54,177
54,48,177
48,55,99
55,48,99
48,56,309
56,48,309
48,57,278
57,48,278
48,58,484
58,48,484
48,59,575
59,48,575
48,60,142
60,48,142
48,61,401
61,48,401
48,62,260
62,48,260
48,63,203
63,48,203
48,64,283
64,48,283
48,65,376
65,48,376
48,66,248
66,48,248
48,67,509
67,48,509
48,68,352
68,48,352
48,69,214
69,48,214
48,70,456
70,48,456
48,71,289
71,48,289
48,72,607
72,48,607
48,73,302
73,48,302
48,74,361
74,48,361
48,75,395
75,48,395
48,76,437
76,48,437
48,77,563
77,48,563
48,78,352
78,48,352
48,79,349
79,48,349
49,50,423
50,49,423
49,51,318
51,49,318
49,52,404
52,49,404
49,53,94
53,49,94
49,54,254
54,49,254
49,55,151
55,49,151
49,56,219
56,49,219
49,57,357
57,49,357
49,58,394
58,49,394
49,59,485
59,49,485
49,60,118
60,49,118
49,61,314
61,49,314
49,62,183
62,49,183
49,63,249
63,49,249
49,64,344
64,49,344
49,65,448
65,49,448
49,66,199
66,49,199
49,67,423
67,49,423
49,68,275
68,49,275
49,69,223
69,49,223
49,70,379
70,49,379
49,71,270
71,49,270
49,72,521
72,49,521
49,73,332
73,49,332
49,74,410
74,49,410
49,75,331
75,49,331
49,76,496
76,49,496
49,77,482
77,49,482
49,78,307
78,49,307
49,79,353
79,49,353
50,51,106
51,50,106
50,52,826
52,50,826
50,53,347
53,50,347
50,54,668
54,50,668
50,55,557
55,50,557
50,56,220
56,50,220
50,57,771
57,50,771
50,58,102
58,50,102
50,59,105
59,50,105
50,60,463
60,50,463
50,61,188
61,50,188
50,62,323
62,50,323
50,63,629
63,50,629
50,64,734
64,50,734
50,65,847
65,50,847
50,66,418
66,50,418
50,67,189
67,50,189
50,68,297
68,50,297
50,69,553
69,50,553
50,70,284
70,50,284
50,71,519
71,50,519
50,72,235
72,50,235
50,73,667
73,50,667
50,74,770
74,50,770
50,75,372
75,50,372
50,76,870
76,50,870
50,77,291
77,50,291
50,78,451
78,50,451
50,79,625
79,50,625
51,52,720
52,51,720
51,53,241
53,51,241
51,54,562
54,51,562
51,55,451
55,51,451
51,56,115
56,51,115
51,57,664
57,51,664
51,58,102
58,51,102
51,59,176
59,51,176
51,60,357
60,51,357
51,61,118
61,51,118
51,62,222
62,51,222
51,63,524
63,51,524
51,64,628
64,51,628
51,65,741
65,51,741
51,66,319
66,51,319
51,67,180
67,51,180
51,68,214
68,51,214
51,69,450
69,51,450
51,70,235
70,51,235
51,71,423
71,51,423
51,72,262
72,51,262
51,73,565
73,51,565
51,74,667
74,51,667
51,75,299
75,51,299
51,76,767
76,51,767
51,77,282
77,51,282
51,78,366
78,51,366
51,79,530
79,51,530
52,53,481
53,52,481
52,54,166
54,52,166
52,55,275
55,52,275
52,56,613
56,52,613
52,57,92
57,52,92
52,58,786
58,52,786
52,59,879
59,52,879
52,60,383
60,52,383
52,61,693
61,52,693
52,62,536
62,52,536
52,63,252
63,52,252
52,64,190
64,52,190
52,65,160
65,52,160
52,66,477
66,52,477
52,67,795
67,52,795
52,68,616
68,52,616
52,69,348
69,52,348
52,70,717
70,52,717
52,71,442
71,52,442
52,72,888
72,52,888
52,73,318
73,52,318
52,74,269
74,52,269
52,75,625
75,52,625
52,76,260
76,52,260
52,77,825
77,52,825
52,78,545
78,52,545
52,79,419
79,52,419
53,54,321
54,53,321
53,55,209
55,53,209
53,56,132
56,53,132
53,57,423
57,53,423
53,58,306
58,53,306
53,59,399
59,53,399
53,60,122
60,53,122
53,61,221
61,53,221
53,62,93
62,53,93
53,63,287
63,53,287
53,64,391
64,53,391
53,65,502
65,53,502
53,66,143
66,53,143
53,67,329
67,53,329
53,68,183
68,53,183
53,69,228
69,53,228
53,70,285
70,53,285
53,71,240
71,53,240
53,72,427
72,53,427
53,73,346
73,53,346
53,74,439
74,53,439
53,75,248
75,53,248
53,76,535
76,53,535
53,77,388
77,53,388
53,78,244
78,53,244
53,79,339
79,53,339
54,55,111
55,54,111
54,56,452
56,54,452
54,57,103
57,54,103
54,58,623
58,54,623
54,59,717
59,54,717
54,60,217
60,54,217
54,61,528
61,54,528
54,62,371
62,54,371
54,63,103
63,54,103
54,64,119
64,54,119
54,65,199
65,54,199
54,66,311
66,54,311
54,67,629
67,54,629
54,68,450
68,54,450
54,69,191
69,54,191
54,70,551
70,54,551
54,71,287
71,54,287
54,72,722
72,54,722
54,73,201
73,54,201
54,74,211
74,54,211
54,75,461
75,54,461
54,76,268
76,54,268
54,77,659
77,54,659
54,78,386
78,54,386
54,79,289
79,54,289
55,56,340
56,55,340
55,57,213
57,55,213
55,58,511
58,55,511
55,59,605
59,55,605
55,60,109
60,55,109
55,61,417
61,55,417
55,62,261
62,55,261
55,63,104
63,55,104
55,64,193
64,55,193
55,65,297
65,55,297
55,66,212
66,55,212
55,67,519
67,55,519
55,68,344
68,55,344
55,69,128
69,55,128
55,70,446
70,55,446
55,71,217
71,55,217
55,72,614
72,55,614
55,73,203
73,55,203
55,74,264
74,55,264
55,75,364
75,55,364
55,76,346
76,55,346
55,77,555
77,55,555
55,78,301
78,55,301
55,79,258
79,55,258
56,57,553
57,56,553
56,58,175
58,56,175
56,59,267
59,56,267
56,60,243
60,56,243
56,61,102
61,56,102
56,62,110
62,56,110
56,63,409
63,56,409
56,64,514
64,56,514
56,65,627
65,56,627
56,66,208
66,56,208
56,67,210
67,56,210
56,68,134
68,56,134
56,69,335
69,56,335
56,70,203
70,56,203
56,71,313
71,56,313
56,72,307
72,56,307
56,73,450
73,56,450
56,74,552
74,56,552
56,75,222
75,56,222
56,76,652
76,56,652
56,77,288
77,56,288
56,78,269
78,56,269
56,79,420
79,56,420
57,58,722
58,57,722
57,59,816
59,57,816
57,60,314
60,57,314
57,61,626
61,57,626
57,62,467
62,57,467
57,63,166
63,57,166
57,64,98
64,57,98
57,65,108
65,57,108
57,66,399
66,57,399
57,67,723
67,57,723
57,68,542
68,57,542
57,69,263
69,57,263
57,70,639
70,57,639
57,71,354
71,57,354
57,72,815
72,57,815
57,73,225
73,57,225
57,74,183
74,57,183
57,75,542
75,57,542
57,76,198
76,57,198
57,77,746
77,57,746
57,78,459
78,57,459
57,79,326
79,57,326
58,59,93
59,58,93
58,60,409
60,58,409
58,61,102
61,58,102
58,62,258
62,58,258
58,63,571
63,58,571
58,64,675
64,58,675
58,65,789
65,58,789
58,66,345
66,58,345
58,67,90
67,58,90
58,68,211
68,58,211
58,69,487
69,58,487
58,70,183
70,58,183
58,71,440
71,58,440
58,72,160
72,58,160
58,73,595
73,58,595
58,74,701
74,58,701
58,75,277
75,58,277
58,76,804
76,58,804
58,77,195
77,58,195
58,78,362
78,58,362
58,79,543
79,58,543
59,60,502
60,59,502
59,61,193
61,59,193
59,62,351
62,59,351
59,63,664
63,59,664
59,64,768
64,59,768
59,65,882
65,59,882
59,66,436
66,59,436
59,67,133
67,59,133
59,68,297
68,59,297
59,69,579
69,59,579
59,70,248
70,59,248
59,71,528
71,59,528
59,72,139
72,59,139
59,73,686
73,59,686
59,74,792
74,59,792
59,75,353
75,59,353
59,76,895
76,59,895
59,77,217
77,59,217
59,78,444
78,59,444
59,79,629
79,59,629
60,61,312
61,60,312
60,62,153
62,60,153
60,63,166
63,60,166
60,64,270
64,60,270
60,65,383
65,60,383
60,66,108
66,60,108
60,67,411
67,60,411
60,68,234
68,60,234
60,69,109
69,60,109
60,70,337
70,60,337
60,71,153
71,60,153
60,72,505
72,60,505
60,73,225
73,60,225
60,74,316
74,60,316
60,75,260
75,60,260
60,76,413
76,60,413
60,77,446
77,60,446
60,78,209
78,60,209
60,79,235
79,60,235
61,62,158
62,61,158
61,63,471
63,61,471
61,64,574
64,61,574
61,65,689
65,61,689
61,66,243
66,61,243
61,67,108
67,61,108
61,68,110
68,61,110
61,69,385
69,61,385
61,70,119
70,61,119
61,71,337
71,61,337
61,72,207
72,61,207
61,73,492
73,61,492
61,74,598
74,61,598
61,75,185
75,61,185
61,76,701
76,61,701
61,77,188
77,61,188
61,78,263
78,61,263
61,79,441
79,61,441
62,63,312
63,62,312
62,64,416
64,62,416
62,65,531
65,62,531
62,66,97
66,62,97
62,67,258
67,62,258
62,68,92
68,62,92
62,69,230
69,62,230
62,70,196
70,62,196
62,71,202
71,62,202
62,72,353
72,62,353
62,73,343
73,62,343
62,74,446
74,62,446
62,75,155
75,62,155
62,76,548
76,62,548
62,77,302
77,62,302
62,78,170
78,62,170
62,79,309
79,62,309
63,64,104
64,63,104
63,65,218
65,63,218
63,66,235
66,63,235
63,67,563
67,63,563
63,68,380
68,63,380
63,69,97
69,63,97
63,70,475
70,63,475
63,71,190
71,63,190
63,72,652
72,63,652
63,73,106
73,63,106
63,74,160
74,63,160
63,75,376
75,63,376
63,76,249
76,63,249
63,77,581
77,63,581
63,78,293
78,63,293
63,79,186
79,63,186
64,65,114
65,64,114
64,66,336
66,64,336
64,67,665
67,64,665
64,68,481
68,64,481
64,69,193
69,64,193
64,70,572
70,64,572
64,71,273
71,64,273
64,72,752
72,64,752
64,73,129
73,64,129
64,74,94
74,64,94
64,75,469
75,64,469
64,76,154
76,64,154
64,77,677
77,64,677
64,78,380
78,64,380
64,79,231
79,64,231
65,66,450
66,65,450
65,67,779
67,65,779
65,68,595
68,65,595
65,69,307
69,65,307
65,70,685
70,65,685
65,71,383
71,65,383
65,72,866
72,65,866
65,73,226
73,65,226
65,74,137
74,65,137
65,75,580
75,65,580
65,76,100
76,65,100
65,77,789
77,65,789
65,78,489
78,65,489
65,79,324
79,65,324
66,67,328
67,66,328
66,68,145
68,66,145
66,69,143
69,66,143
66,70,240
70,66,240
66,71,105
71,66,105
66,72,417
72,66,417
66,73,250
73,66,250
66,74,355
74,66,355
66,75,152
75,66,152
66,76,458
76,66,458
66,77,348
77,66,348
66,78,107
78,66,107
66,79,212
79,66,212
67,68,183
68,67,183
67,69,472
69,67,472
67,70,115
70,67,115
67,71,410
71,67,410
67,72,98
72,67,98
67,73,571
73,67,571
67,74,679
74,67,679
67,75,224
75,67,224
67,76,782
76,67,782
67,77,104
77,67,104
67,78,318
78,67,318
67,79,507
79,67,507
68,69,288
69,68,288
68,70,104
70,68,104
68,71,230
71,68,230
68,72,272
72,68,272
68,73,389
73,68,389
68,74,496
74,68,496
68,75,88
75,68,88
68,76,599
76,68,599
68,77,212
77,68,212
68,78,154
78,68,154
68,79,332
79,68,332
69,70,379
70,69,379
69,71,96
71,69,96
69,72,559
72,69,559
69,73,117
73,69,117
69,74,216
74,69,216
69,75,279
75,69,279
69,76,317
76,69,317
69,77,485
77,69,485
69,78,196
78,69,196
69,79,135
79,69,135
70,71,307
71,70,307
70,72,182
72,70,182
70,73,470
73,70,470
70,74,577
74,70,577
70,75,112
75,70,112
70,76,680
76,70,680
70,77,108
77,70,108
70,78,208
78,70,208
70,79,398
79,70,398
71,72,489
72,71,489
71,73,163
73,71,163
71,74,270
74,71,270
71,75,198
75,71,198
71,76,373
76,71,373
71,77,407
77,71,407
71,78,106
78,71,106
71,79,106
79,71,106
72,73,652
73,72,652
72,74,759
74,72,759
72,75,293
75,72,293
72,76,862
76,72,862
72,77,99
77,72,99
72,78,390
78,72,390
72,79,579
79,72,579
73,74,107
74,73,107
73,75,361
75,73,361
73,76,210
76,73,210
73,77,570
77,73,570
73,78,266
78,73,266
73,79,102
79,73,102
74,75,467
75,74,467
74,76,103
76,74,103
74,77,676
77,74,676
74,78,372
78,74,372
74,79,193
79,74,193
75,76,570
76,75,570
75,77,209
77,75,209
75,78,96
78,75,96
75,79,285
79,75,285
76,77,779
77,76,779
76,78,474
78,76,474
76,79,291
79,76,291
77,78,304
78,77,304
77,79,491
79,77,491
78,79,189
79,78,189
